t;Demand;Demand sorted;PV output;PV output sorted;imports;imports sorted
6557;6432,504690443689;6980,173528731393;0,0;0,0;1627,4798971993723;361,5053912434174
6558;6611,230187804008;6978,733436339897;1069,8284113154407;0,0;2127,4798971993723;361,3787230170508
6559;7097,586223072065;6978,29081813225;3537,4665690915763;0,0;2627,4798971993723;361,2143221555973
6560;7550,043235544809;6978,246746371014;5748,472343493068;0,0;2627,4798971993723;361,08242303536224
6561;8153,61801810904;6977,919848649845;7427,288312495548;0,0;2627,4798971993723;360,77121825832774
6562;8495,284565792263;6977,836084212844;8573,363233961483;0,0;2627,4798971993723;359,437699002499
6563;8677,960596196897;6977,706551798601;9084,641782235334;0,0;2627,4798971993723;359,20211278890235
6564;8629,055761961245;6977,4907711857495;8938,423399076162;0,0;2627,4798971993723;359,1837167585228
6565;8522,261775312061;6977,2991797542645;8162,463319944293;0,0;2627,4798971993723;358,658125683299
6566;8640,464440971155;6977,176632623389;6802,308977380013;0,0;2627,4798971993723;358,5387518000607
6567;8674,71151433468;6976,772146167196;5051,178914434323;0,0;2627,4798971993723;357,7976244581437
6568;8662,247760619637;6976,69620380017;2809,8700873004723;0,0;2627,4798971993723;356,85029593414583
6569;8717,677071026614;6976,424247582778;547,1159050755296;0,0;2597,3622311438603;356,8459899575553
6570;8612,080200779517;6975,897233643337;0,0;0,0;2169,6490389787637;355,87710975792356
6571;8376,792569261092;6974,971670126282;0,0;0,0;1729,27861237165;354,61383119390996
6572;8389,103280046413;6972,915311292903;0,0;0,0;1229,27861237165;354,02198160639114
6573;8248,990146817125;6972,630624646619;0,0;0,0;729,2786123716502;353,82530852465175
6574;8072,953386035485;6972,083170277951;0,0;0,0;229,27861237165018;353,1658005435843
6575;7682,607936637001;6971,929244318044;0,0;0,0;0,0;352,97357061320486
6576;7309,208035283589;6970,905806756611;0,0;0,0;0,0;351,6579480813207
6577;6940,7974447040415;6970,860076952165;0,0;0,0;0,0;351,1476233624845
6578;6717,383701066883;6970,81508893378;0,0;0,0;127,47989719937232;349,1875274523379
6579;6578,155909877313;6970,106603345678;0,0;0,0;627,4798971993723;347,8477924731219
6580;6493,94227232544;6969,456105757066;0,0;0,0;1127,4798971993723;347,81602237982906
6581;6471,229063594457;6969,295577188671;0,0;0,0;1627,4798971993723;347,02352051567334
6582;6630,523952240149;6969,217157348599;1011,9550021419379;0,0;2127,4798971993723;346,84346204871804
6583;7100,055506006501;6969,193056179197;3405,089232672237;0,0;2627,4798971993723;346,1516719354197
6584;7558,717908782144;6969,146596908257;5586,60779880245;0,0;2627,4798971993723;346,12163225519726
6585;8141,5186365309055;6968,968761365148;7198,082489014914;0,0;2627,4798971993723;345,9862790354946
6586;8455,359935497974;6968,719544514332;8375,603079661867;0,0;2627,4798971993723;345,38816452888943
6587;8666,593718254953;6968,492334219904;8924,990581028245;0,0;2627,4798971993723;345,36434589258
6588;8721,500392457134;6968,3548106197095;8801,884764987397;0,0;2627,4798971993723;344,7199611607973
6589;8615,691587355388;6967,150985565443;8011,994833832029;0,0;2627,4798971993723;344,57655406993445
6590;8698,288382379142;6966,974647047676;6630,358088705004;0,0;2627,4798971993723;343,9416575306557
6591;8645,696785154487;6966,9033857618215;4893,004120601147;0,0;2627,4798971993723;343,59321752096184
6592;8491,424630560401;6966,740713229614;2651,8579703906516;0,0;2627,4798971993723;343,5836246376722
6593;8470,388685753756;6966,2686932801735;481,95941414543535;0,0;2546,4255092034887;343,39829448594276
6594;8320,629383403599;6966,028667386696;0,0;0,0;2169,6490389787637;343,1412734621855
6595;8085,120313768285;6964,448581888992;0,0;0,0;1704,7724296762522;337,98739256544536
6596;8016,157712082561;6964,416229852078;0,0;0,0;1204,7724296762522;336,2598445640042
6597;7919,918359130732;6964,269864130593;0,0;0,0;704,7724296762523;335,17466650641825
6598;7758,115883407966;6963,804663402169;0,0;0,0;204,77242967625227;334,7753056122734
6599;7360,718852270511;6963,36168418037;0,0;0,0;0,0;334,7477052990041
6600;7011,914152289464;6962,974647018247;0,0;0,0;0,0;333,8563451049944
6601;6662,311272836333;6962,914805756247;0,0;0,0;0,0;333,1423006487066
6602;6442,546391443992;6962,025458365502;0,0;0,0;127,47989719937232;333,0402315763296
6603;6316,676785916755;6961,872397911016;0,0;0,0;627,4798971993723;332,60413672275945
6604;6250,505981162307;6961,292599359493;0,0;0,0;1127,4798971993723;332,4514216917472
6605;6228,408187422357;6961,166396193121;0,0;0,0;1627,4798971993723;332,0704536369916
6606;6393,56065918859;6961,127571464042;1044,4936205882987;0,0;2127,4798971993723;331,7662465611968
6607;6875,445848332531;6961,0229992154855;3499,309034990162;0,0;2627,4798971993723;330,71679214293863
6608;7307,354058114053;6960,502525898805;5675,985657280984;0,0;2627,4798971993723;330,6387163017107
6609;7884,268833143495;6960,199190726216;7277,35734931553;0,0;2627,4798971993723;329,65912264225267
6610;8235,898973424313;6959,865636541987;8348,537141499919;0,0;2627,4798971993723;329,1628872296325
6611;8477,578498042818;6959,414021346106;8812,777908931936;0,0;2627,4798971993723;328,08488307370646
6612;8535,877422697953;6958,930598247243;8723,901133729642;0,0;2627,4798971993723;327,847163976518
6613;8413,998070575495;6958,857872811239;7976,948398806165;0,0;2627,4798971993723;327,79926869562075
6614;8492,05005112809;6958,801360263017;6638,919470917993;0,0;2627,4798971993723;327,6342359936648
6615;8543,322358807003;6958,594812095495;4728,923891595607;0,0;2627,4798971993723;327,5065134291566
6616;8519,96516358845;6958,389735376321;2392,831958741411;0,0;2627,4798971993723;326,3791952619556
6617;8491,70099366514;6958,2956455288695;349,60815732740986;0,0;2442,958624005031;326,21033757157886
6618;8383,616716708535;6957,03784619088;0,0;0,0;2169,6490389787637;325,9053120916649
6619;8184,347479712825;6956,838231976058;0,0;0,0;2042,6981607544064;325,8969963132447
6620;8210,419780259746;6956,711698867059;0,0;0,0;1542,6981607544064;324,9202051537477
6621;8176,075006037681;6956,624962355482;0,0;0,0;1042,6981607544064;324,2143315160587
6622;8020,158236926133;6955,603228094591;0,0;0,0;542,6981607544064;323,1989580751624
6623;7660,879519148773;6955,202855090364;0,0;0,0;42,698160754406445;322,6868193249642
6624;7320,067264072763;6954,82397752763;0,0;0,0;0,0;322,24162892103277
6625;6951,2431064404445;6954,556466349953;0,0;0,0;0,0;319,6530435415648
6626;6733,947497763246;6954,292052012275;0,0;0,0;0,0;319,3700465443218
6627;6540,908205103123;6953,792379011768;0,0;0,0;214,79304220733866;318,97364567164595
6628;6455,599821571685;6953,776774525911;0,0;0,0;714,7930422073387;318,9670870095839
6629;6432,007031870803;6953,101179655925;0,0;0,0;1214,7930422073387;317,02367049104305
6630;6575,875184120454;6952,800637180652;811,1805954538621;0,0;1714,7930422073387;316,81427708439423
6631;6991,421522776512;6951,889353396088;2833,086568380902;0,0;2214,7930422073387;315,8963479401582
6632;7456,407331053052;6951,402382752415;5040,331131730246;0,0;2627,4798971993723;315,3654010714715
6633;8006,278935048325;6951,2431064404445;6758,276063789301;0,0;2627,4798971993723;314,0402258090169
6634;8330,994895111544;6951,096521697507;8045,375162530269;0,0;2627,4798971993723;313,9893766791761
6635;8485,786135933291;6950,720664535128;8635,369330520614;0,0;2627,4798971993723;313,16785745854463
6636;8513,423011320714;6950,331279079639;8550,753675893147;0,0;2627,4798971993723;311,6413951749886
6637;8396,861944511555;6950,161872590671;7865,1462957559625;0,0;2627,4798971993723;311,5836337665701
6638;8410,100629490007;6949,8883096578675;6575,369905249149;0,0;2627,4798971993723;310,31605802004015
6639;8438,51724682787;6949,503640509613;4778,263449675633;0,0;2627,4798971993723;309,19793352681086
6640;8467,453222324824;6948,275856484933;2575,0218589602728;0,0;2627,4798971993723;308,9881096574934
6641;8474,435407657078;6947,466473816379;422,25943469117647;0,0;2499,754468300288;308,4930326985866
6642;8413,48563157854;6947,43175479097;0,0;0,0;2169,6490389787637;307,4710167252921
6643;8193,800879841845;6946,5150174027385;0,0;0,0;1906,7882273108576;306,98771199546604
6644;8188,169525811282;6946,190276403245;0,0;0,0;1406,7882273108576;306,69832729725704
6645;8069,220870266571;6945,178288595515;0,0;0,0;906,7882273108577;306,0856327159124
6646;7886,92772369413;6945,0156226970585;0,0;0,0;406,7882273108577;305,9049243007622
6647;7572,679826878032;6944,843909455822;0,0;0,0;0,0;305,63921219822544
6648;7297,102308250035;6944,796863683318;0,0;0,0;0,0;304,5723456493829
6649;6981,241619213158;6944,543355226781;0,0;0,0;0,0;304,16753366116313
6650;6747,993563768711;6944,4188233783925;0,0;0,0;0,0;303,46744931862554
6651;6585,997437282651;6944,403484046556;0,0;0,0;407,3950056502117;302,32786906192314
6652;6472,554284845643;6943,969166439876;0,0;0,0;907,3950056502117;301,5486628680012
6653;6422,571869869595;6943,652891615663;0,0;0,0;1407,3950056502117;301,2650015239186
6654;6480,1150203373;6943,56361826094;865,1073205548477;0,0;1907,3950056502117;300,7414774622007
6655;6678,657388437705;6942,192350755344;3079,456330826052;0,0;2407,3950056502117;300,15305774309934
6656;6896,555669145346;6941,570232485128;5254,581416725705;0,0;2627,4798971993723;299,5457046564791
6657;7406,545364418056;6940,7974447040415;7093,056948849376;0,0;2627,4798971993723;298,3166166116491
6658;7761,831985669857;6940,033305259436;8277,08547800301;0,0;2627,4798971993723;298,1989324238157
6659;7965,887817992773;6939,162252475673;8795,182425890804;0,0;2627,4798971993723;296,70900575987616
6660;7992,214313573673;6939,057573236521;8604,032672906944;0,0;2627,4798971993723;296,7070597393763
6661;7882,85919005316;6938,886334187223;7803,252245784422;0,0;2627,4798971993723;296,5264267793648
6662;7824,750426380571;6938,162044073809;6433,358738824986;0,0;2627,4798971993723;295,9631655440446
6663;7825,660915792165;6936,993506902226;4432,482687667143;0,0;2627,4798971993723;295,72129494973615
6664;7727,069770594949;6936,810111109207;2282,896994323973;0,0;2627,4798971993723;294,8396418875318
6665;7707,573848582112;6936,759765058909;334,2295069589936;0,0;2430,9362141660076;294,38075078878524
6666;7606,030855390681;6936,460905333798;0,0;0,0;2169,6490389787637;294,11195803448834
6667;7564,893960600913;6936,13062020707;0,0;0,0;2161,483527591992;294,0601855520506
6668;7664,82572762651;6935,952731733354;0,0;0,0;1661,4835275919918;293,9035285515092
6669;7676,617064975322;6935,816467411718;0,0;0,0;1161,4835275919918;293,4421161662251
6670;7550,085227680713;6935,140547497688;0,0;0,0;661,4835275919918;292,7390170347338
6671;7254,6122895480485;6934,899067962251;0,0;0,0;161,4835275919918;290,6775723224623
6672;7027,179502477719;6934,7923583035345;0,0;0,0;0,0;289,8930006406405
6673;6746,858756285268;6934,675588542729;0,0;0,0;0,0;289,06502632662773
6674;6540,869374384176;6934,214870406014;0,0;0,0;0,0;288,6463668941569
6675;6388,724912174224;6933,979692668587;0,0;0,0;19,77221845819372;287,74997007920746
6676;6295,066029020783;6933,831101609976;0,0;0,0;519,7722184581937;287,01268326317586
6677;6248,49260919075;6933,695802086114;0,0;0,0;1019,7722184581937;286,61487548215587
6678;6291,3467499771605;6933,394290283465;682,426760397429;0,0;1519,7722184581937;286,25443235970624
6679;6450,839563755814;6932,155872620616;2583,6226835893776;0,0;2019,7722184581937;285,7547157438239
6680;6542,417010678694;6931,586925806567;4460,3004368970305;0,0;2519,7722184581935;285,6822101741899
6681;6828,059868656049;6931,336136787967;6118,47361619001;0,0;2627,4798971993723;284,6578323325281
6682;7090,078389171507;6931,285347989621;7349,122522648379;0,0;2627,4798971993723;283,3113508813608
6683;7262,720062722993;6931,213928281306;7950,619019972041;0,0;2627,4798971993723;282,7195877505976
6684;7304,3971146890135;6929,9469593411095;7593,192646442647;0,0;2627,4798971993723;282,14517603575644
6685;7292,412568836755;6929,606993936745;5943,493394922236;0,0;2627,4798971993723;281,82004479024226
6686;7368,373922772147;6929,327132997377;4839,349477624745;0,0;2627,4798971993723;280,8183744416838
6687;7399,529118296101;6928,398787907228;3766,3038683741192;0,0;2627,4798971993723;280,53022377042
6688;7398,723369317297;6928,336026822476;2134,746536276484;0,0;2627,4798971993723;279,7989653990039
6689;7396,554385334634;6928,014242349647;322,2531820302055;0,0;2421,5736054058198;279,0544169634321
6690;7370,0078464858525;6927,744258387541;0,0;0,0;2169,6490389787637;278,7601910116
6691;7408,00663874054;6927,390071472311;0,0;0,0;1825,8969963132447;276,2470199705913
6692;7612,309790783239;6927,283084276584;0,0;0,0;1325,8969963132447;275,811298539964
6693;7681,011946820403;6926,859334061251;0,0;0,0;825,8969963132447;275,2684565371628
6694;7648,56574760032;6926,642498817614;0,0;0,0;325,8969963132447;275,245835313002
6695;7406,197613291415;6926,026208658552;0,0;0,0;0,0;272,738636168845
6696;7111,727515670419;6925,457693821795;0,0;0,0;0,0;272,604784290143
6697;6800,722266700366;6925,394502110751;0,0;0,0;0,0;272,2247147350904
6698;6586,962600586867;6925,323703201684;0,0;0,0;0,0;272,1672502118714
6699;6457,550373678492;6924,396377679651;0,0;0,0;0,0;271,91674581704683
6700;6368,907157643718;6924,383392307425;0,0;0,0;425,7781614730018;271,0511033680441
6701;6348,705408245254;6924,339068570641;0,0;0,0;925,7781614730018;270,21548332920906
6702;6508,192198145034;6924,012396623928;696,0992103223069;0,0;1425,7781614730018;269,7898722561155
6703;6997,006819870785;6923,880664521194;2463,388740607969;0,0;1925,7781614730018;269,0914706850318
6704;7518,489318772467;6923,758826435461;4473,172613461311;0,0;2425,778161473002;267,5590824853982
6705;8191,814238413412;6923,175481790953;5770,115701002537;0,0;2627,4798971993723;267,461361599974
6706;8569,028102096087;6922,926777580444;7018,613312451426;0,0;2627,4798971993723;267,35933540119083
6707;8598,342094388743;6922,575796049353;7825,340919797518;0,0;2627,4798971993723;266,38136480920775
6708;8532,556805986447;6922,3864072162905;7472,988902521573;0,0;2627,4798971993723;265,4955724468855
6709;8513,809620974764;6922,230432806996;5392,562257205797;0,0;2627,4798971993723;265,17540626635673
6710;8600,68629113135;6921,554948895609;4171,960199121835;0,0;2627,4798971993723;264,9979985392674
6711;8490,257434588437;6920,802422927262;3489,5716877115647;0,0;2627,4798971993723;264,0230986049479
6712;8395,20840988215;6920,623304313378;1920,9541073702553;0,0;2627,4798971993723;262,3427341798024
6713;8411,365030189892;6920,145820953129;284,6382311366525;0,0;2367,8272031052647;261,9816540938127
6714;8345,9365185221;6920,119036901964;0,0;0,0;1867,8272031052645;261,8811914264197
6715;8188,193766837181;6920,053674430688;0,0;0,0;1367,8272031052645;261,76132446895963
6716;8205,823886864002;6919,885215012048;0,0;0,0;867,8272031052645;261,4422551520661
6717;8080,044549828564;6919,531205602451;0,0;0,0;367,8272031052645;260,1005801173625
6718;7879,91867454641;6919,487276971777;0,0;0,0;0,0;259,74183791241967
6719;7508,477421465303;6919,247712220787;0,0;0,0;0,0;259,71923065644114
6720;7118,170954695719;6918,498554021525;0,0;0,0;0,0;259,544189014548
6721;6799,651233969656;6918,435448034973;0,0;0,0;0,0;258,84499024675824
6722;6604,442095731948;6918,1069640425485;0,0;0,0;0,0;257,4069019802382
6723;6463,7093547736;6917,227446846349;0,0;0,0;127,47989719937232;257,25297287228204
6724;6370,418549182711;6916,586976410458;0,0;0,0;627,4798971993723;257,19524642675833
6725;6339,329345268344;6916,413257526587;0,0;0,0;1127,4798971993723;256,57802979059727
6726;6505,226879551805;6915,945894182905;798,270473223865;0,0;1627,4798971993723;256,5613129729396
6727;6995,22831838265;6915,832999295727;2828,975803514421;0,0;2127,4798971993723;254,31494121753985
6728;7447,425460368153;6915,49762001885;5178,549007044703;0,0;2627,4798971993723;254,0070857541998
6729;8103,298226615121;6915,240176770851;6854,546755823563;0,0;2627,4798971993723;253,71773619221244
6730;8437,408814872046;6914,86762549181;7919,078857837751;0,0;2627,4798971993723;253,4998208206407
6731;8592,846760958548;6914,865210170098;8310,484938500398;0,0;2627,4798971993723;253,3065404190977
6732;8571,645377901788;6914,563636291142;7985,412838624717;0,0;2627,4798971993723;252,66380821749465
6733;8453,465141476881;6914,493392791349;7088,702789773878;0,0;2627,4798971993723;251,88467282846295
6734;8584,440091660674;6914,011118204197;5822,975448379792;0,0;2627,4798971993723;250,82471145778868
6735;8651,340616435082;6913,759842297675;3929,097118376316;0,0;2627,4798971993723;250,58642734846353
6736;8631,765754675702;6912,891700072742;2150,0163182166525;0,0;2627,4798971993723;250,11265411070485
6737;8614,201855572759;6912,621846829698;308,4911376094217;0,0;2410,814993025288;249,4458043720956
6738;8513,893531143141;6912,417119383556;0,0;0,0;2169,6490389787637;248,1546522080256
6739;8283,714118267404;6912,278808477543;0,0;0,0;1833,0402315763295;246,5995125651158
6740;8291,452539609028;6912,150811160054;0,0;0,0;1333,0402315763295;245,12468237569124
6741;8155,0362747650925;6911,958497019777;0,0;0,0;833,0402315763296;242,97344083863845
6742;7983,173659831276;6911,759032926784;0,0;0,0;333,0402315763296;242,67029918378807
6743;7606,869403290097;6911,239558577072;0,0;0,0;0,0;242,60127820493892
6744;7227,642951352583;6911,09244478416;0,0;0,0;0,0;241,26059883816936
6745;6848,998198502208;6911,035327817712;0,0;0,0;0,0;241,0272230860429
6746;6623,214791160811;6910,656085391037;0,0;0,0;0,0;240,8742834361915
6747;6476,80668105446;6910,219255472586;0,0;0,0;304,5723456493829;239,0787712192082
6748;6384,060176697347;6910,019595470891;0,0;0,0;804,5723456493829;238,76429399734775
6749;6368,149674898475;6909,49312465709;0,0;0,0;1304,572345649383;235,5454483106439
6750;6523,598291163444;6909,493108030354;717,3716261792093;0,0;1804,572345649383;234,84489735928742
6751;6995,888459047647;6909,445319226193;2947,929144573372;0,0;2304,572345649383;234,56977307882607
6752;7459,108441528138;6909,276888100844;5236,1851066100635;0,0;2627,4798971993723;234,34829088712786
6753;8092,602961595822;6908,904809952311;6890,939992634204;0,0;2627,4798971993723;233,82356630419338
6754;8455,483800601214;6908,241592972364;8033,701021154883;0,0;2627,4798971993723;233,75323819790538
6755;8636,351331480062;6908,214811515611;8569,689187188551;0,0;2627,4798971993723;233,71543298833103
6756;8656,050314635511;6908,092615509487;8488,393529342282;0,0;2627,4798971993723;232,43258297997727
6757;8535,513265792546;6907,597000162412;7783,175668677669;0,0;2627,4798971993723;231,98243305688038
6758;8540,311035699639;6907,290793895246;6498,407515011432;0,0;2627,4798971993723;231,90233040642522
6759;8564,492467126509;6907,27003274918;4640,211072125831;0,0;2627,4798971993723;231,7302244085081
6760;8555,390876664635;6907,207898115607;2478,608697918502;0,0;2627,4798971993723;231,45228392814033
6761;8596,108460902422;6906,780976332298;321,90426439019814;0,0;2421,3008356394394;230,58789832498053
6762;8523,02787836457;6906,239471023996;0,0;0,0;2169,6490389787637;230,36735887198597
6763;8289,853469551837;6906,2025363965595;0,0;0,0;1772,1672502118713;230,31373910074274
6764;8265,919703523485;6905,962409385677;0,0;0,0;1272,1672502118713;230,0741411971702
6765;8177,085347181428;6904,750458737492;0,0;0,0;772,1672502118714;229,89266775859596
6766;8025,450650261364;6904,465676758095;0,0;0,0;272,1672502118714;229,27861237165018
6767;7660,776388432418;6904,448291082725;0,0;0,0;0,0;228,20215968012405
6768;7295,562634188107;6903,816647028954;0,0;0,0;0,0;228,19264223865366
6769;6929,606993936745;6903,666958286581;0,0;0,0;0,0;226,6089977659542
6770;6693,59694139004;6903,063769128245;0,0;0,0;29,51168803124574;226,32227327660894
6771;6524,561139842928;6902,694201127427;0,0;0,0;529,5116880312457;225,31378195975412
6772;6423,528297600758;6901,553865640565;0,0;0,0;1029,5116880312457;225,17538927738065
6773;6404,138678684229;6901,333159854918;0,0;0,0;1529,5116880312457;224,52610474349342
6774;6566,304933487878;6900,738262704665;935,6271070910833;0,0;2029,5116880312457;224,0532212302951
6775;7031,3495626029135;6900,525345652076;3235,6637624171053;0,0;2529,5116880312457;223,76773733108712
6776;7469,8711984947;6900,420166675711;5354,125316123396;0,0;2627,4798971993723;223,7030106670195
6777;8085,22405445528;6900,241367435723;7003,172644389533;0,0;2627,4798971993723;222,96722916697104
6778;8415,972390089642;6900,21415719158;8119,751611368967;0,0;2627,4798971993723;222,51511416271387
6779;8613,517770352779;6899,797486573944;8625,673758474017;0,0;2627,4798971993723;222,47752793309928
6780;8643,15039964018;6899,6028392489025;8512,80247758627;0,0;2627,4798971993723;221,6649038091773
6781;8526,886275284685;6899,499654748103;7769,733985501394;0,0;2627,4798971993723;219,84247746732535
6782;8609,085815239838;6899,040611287911;6456,783911131564;0,0;2627,4798971993723;215,86668512465894
6783;8681,365593125338;6898,977087417426;4648,9277701316005;0,0;2627,4798971993723;215,61114922446313
6784;8631,429256126527;6898,739035353359;2491,774144309001;0,0;2627,4798971993723;214,79304220733866
6785;8596,22731069701;6898,519060020612;308,3235255278548;0,0;2410,683960646614;214,747582843675
6786;8497,360611293983;6898,186957925481;0,0;0,0;2169,6490389787637;214,19951049254428
6787;8269,81750082421;6897,851547356975;0,0;0,0;1826,2103375715787;213,93668151974714
6788;8294,944853331037;6897,674199422747;0,0;0,0;1326,2103375715787;212,29746126867678
6789;8208,66147253993;6897,629666591026;0,0;0,0;826,2103375715789;212,28333371214558
6790;8051,237121007105;6897,59024508985;0,0;0,0;326,21033757157886;212,12448486111953
6791;7658,975820972607;6897,553965185986;0,0;0,0;0,0;210,76059371999145
6792;7333,578612726644;6897,0673295317465;0,0;0,0;0,0;209,1481510457329
6793;6968,968761365148;6896,902539481729;0,0;0,0;0,0;208,05576694514957
6794;6733,520355703968;6896,555669145346;0,0;0,0;0,0;207,95839010155157
6795;6583,790741248439;6896,336192406381;0,0;0,0;478,83919573430103;206,85496894315918
6796;6467,532192246893;6896,097545053612;0,0;0,0;978,839195734301;204,77242967625227
6797;6435,636732373778;6895,850568651035;0,0;0,0;1478,839195734301;203,90109008140985
6798;6594,110987637279;6895,698053620123;901,8015676464977;0,0;1978,839195734301;201,8487043222758
6799;7041,982034735862;6895,230084076819;3170,8452648974535;0,0;2478,839195734301;198,28882428692225
6800;7484,513856401581;6894,205247810193;5284,821989674381;0,0;2627,4798971993723;196,14842880684546
6801;8121,562049334876;6894,107408587321;6883,121942526474;0,0;2627,4798971993723;196,06932299309256
6802;8474,340202747679;6894,015299617059;8012,477799347311;0,0;2627,4798971993723;194,89025915723596
6803;8687,044412298228;6893,834429577521;8533,718081083542;0,0;2627,4798971993723;194,85253211744737
6804;8716,897035549779;6893,61787110019;8427,937317068185;0,0;2627,4798971993723;193,18317735369146
6805;8588,642664132003;6893,47676868682;7695,959741420301;0,0;2627,4798971993723;192,8189086038284
6806;8653,177615601295;6893,026485372349;6384,570602317526;0,0;2627,4798971993723;189,78782892045467
6807;8734,799635243995;6892,627676874618;4577,276107783269;0,0;2627,4798971993723;189,5396233512265
6808;8757,666679440323;6892,0181695547835;2424,794738781298;0,0;2627,4798971993723;186,76507044420077
6809;8769,455017822836;6891,842828703066;272,42189880152966;0,0;2382,6175139785787;186,6900425030317
6810;8626,415834502619;6891,777810770489;0,0;0,0;2169,6490389787637;186,1309450178278
6811;8332,230916751058;6891,244216090552;0,0;0,0;1741,2605988381692;185,11788030727848
6812;8304,142576022447;6891,142128913635;0,0;0,0;1241,2605988381692;184,58618527355202
6813;8215,72118772438;6891,119427765699;0,0;0,0;741,2605988381694;184,3627437483101
6814;8078,622217797679;6890,069338911581;0,0;0,0;241,26059883816936;183,9061681297959
6815;7775,503815261662;6889,928728025338;0,0;0,0;0,0;183,90035287133855
6816;7486,565834801708;6888,6898182257;0,0;0,0;0,0;183,1851764337457
6817;7146,920055255615;6888,499472998021;0,0;0,0;0,0;182,48944605060774
6818;6889,928728025338;6888,499472998021;0,0;0,0;47,69702519519615;181,74152792685481
6819;6707,555409393389;6888,387292681912;0,0;0,0;547,6970251951961;181,2488432982069
6820;6570,323536981748;6888,203301433207;0,0;0,0;1047,6970251951961;180,47545835881283
6821;6511,780857496475;6887,476277614968;0,0;0,0;1547,6970251951961;179,44719502687303
6822;6561,023507557688;6887,095693334302;947,6547890408332;0,0;2047,6970251951961;177,83523718331992
6823;6744,4749872705415;6886,172087655881;3258,925816017075;0,0;2547,697025195196;174,37578535094485
6824;6936,13062020707;6884,9513738990645;5363,970283358733;0,0;2627,4798971993723;174,17508931563293
6825;7467,315714011283;6884,870549514268;6965,025352088297;0,0;2627,4798971993723;172,97514972451927
6826;7863,03478447051;6884,502523294222;8028,834627666229;0,0;2627,4798971993723;171,55498586649242
6827;8082,040791349721;6883,815259120907;8500,123550721752;0,0;2627,4798971993723;169,64903897876366
6828;8122,2596744621005;6883,772074082292;8380,199669493395;0,0;2627,4798971993723;169,64903897876366
6829;7949,685923306391;6883,394186869183;7644,7417422351145;0,0;2627,4798971993723;169,59266066511577
6830;7870,855719721173;6882,861022358846;6343,3498926999255;0,0;2627,4798971993723;168,9405471450259
6831;7908,342572601257;6882,581051058879;4550,426808473208;0,0;2627,4798971993723;167,7034674122906
6832;7803,075914996755;6882,446738850236;2410,008809915315;0,0;2627,4798971993723;167,67574221723794
6833;7677,46082108011;6882,368409875078;252,54858627999232;0,0;2367,081358186676;165,04243614765142
6834;7595,457556577388;6882,121395197039;0,0;0,0;2169,6490389787637;164,1907442681361
6835;7595,6800264715175;6882,007331068838;0,0;0,0;1803,4674493186255;163,10494052228978
6836;7722,508232863804;6881,131015132804;0,0;0,0;1303,4674493186255;162,20280107434087
6837;7717,536336656951;6881,1073804862945;0,0;0,0;803,4674493186255;162,096376714131
6838;7697,6650265158705;6881,105085585098;0,0;0,0;303,46744931862554;161,71033058861394
6839;7484,322638203311;6880,967339231685;0,0;0,0;0,0;161,4835275919918
6840;7268,161839830946;6880,349702243331;0,0;0,0;0,0;159,55486660237375
6841;6992,686551419363;6879,660238964197;0,0;0,0;0,0;158,64902895054297
6842;6758,0472702366915;6879,247954732605;0,0;0,0;0,0;157,76687393678867
6843;6582,364687169449;6878,584607367344;0,0;0,0;489,287118743433;157,34256420473093
6844;6466,2005276989385;6878,367273547792;0,0;0,0;989,287118743433;156,94181840361557
6845;6408,169015877063;6878,310603108167;0,0;0,0;1489,287118743433;154,58650667966754
6846;6437,728250582504;6878,178203133079;920,6479535321876;0,0;1989,287118743433;154,3350814908856
6847;6567,652894875327;6877,648627151817;3184,2098862325242;0,0;2489,287118743433;153,94996679493693
6848;6622,482417539771;6877,325583155562;5272,793385726719;0,0;2627,4798971993723;153,6070441270649
6849;6938,886334187223;6876,909827218079;6776,334206457748;0,0;2627,4798971993723;153,20419528819843
6850;7278,459722606122;6876,134599833848;7818,212260356046;0,0;2627,4798971993723;152,8363651149657
6851;7504,6597284765;6875,792962023414;8299,830623918131;0,0;2627,4798971993723;148,66984084293063
6852;7552,677331193589;6875,736418869283;8127,497388989738;0,0;2627,4798971993723;148,5572284164041
6853;7457,886513749414;6875,445848332531;7437,466651842945;0,0;2627,4798971993723;148,02652160210482
6854;7499,231543006828;6874,98108631871;6177,036727501974;0,0;2627,4798971993723;146,03456217676967
6855;7496,108829619998;6874,97326423302;4493,7349932740135;0,0;2627,4798971993723;145,12822442145807
6856;7448,066358330157;6874,841939105522;2372,765249059587;0,0;2627,4798971993723;145,00831041160563
6857;7420,203289492834;6874,570678696769;226,06697321634803;0,0;2346,3790990272228;144,32275499424145
6858;7399,751544667405;6874,283465012785;0,0;0,0;2169,6490389787637;143,6538649316144
6859;7468,877625304827;6873,934169297471;0,0;0,0;1786,6148754821559;143,2886977091855
6860;7696,927043644074;6873,72082672917;0,0;0,0;1286,6148754821559;142,25814930557408
6861;7752,95035184105;6873,389537359127;0,0;0,0;786,6148754821559;139,69456457611022
6862;7752,328582601183;6873,010690181214;0,0;0,0;286,61487548215587;139,40427717291186
6863;7517,451198318554;6872,215588040973;0,0;0,0;0,0;135,70489991806335
6864;7247,0859346650195;6871,854506089716;0,0;0,0;0,0;135,1601570095495
6865;6917,227446846349;6871,832740123423;0,0;0,0;0,0;134,21155867041807
